altitude,density,u,v
982.670634443664,1.1443527205999413,10.737778258399729,9.400724360508612
988.582936732109,1.1436390407285237,11.037630613686835,9.37683997152742
994.463897699403,1.143096449338098,11.414522142933356,9.177350031762542
1000.31318559349,1.1428079022597672,11.309407643242954,9.13148090201205
1006.13706285574,1.1424403257942153,11.143631023018278,9.163236412177874
1011.95615001663,1.141573945764921,10.986504891690675,9.279673346413173
1017.76864106939,1.1408337375251398,10.92987941760303,9.427865810548504
1023.60268124243,1.1400902884088033,10.99566729669755,9.505490414991561
1029.40943301677,1.1393517224139118,11.157108838541964,9.385524875517968
1035.24376200068,1.138527366839819,11.364888379256401,9.159707850015693
1041.06459792709,1.1380363562091447,11.529024960911158,9.046799254857499
1046.78809678197,1.1373520236198964,11.596888345621434,9.103253520447979
1052.50032310845,1.1367110259552509,11.612587561459025,9.258502781786113
1058.20502800414,1.1359058212977031,11.646236045708783,9.378468103934475
1063.85346595961,1.1352745336404895,11.785923705632651,9.329070566926001
1069.44496536342,1.1347342195750352,12.03717183469278,9.13500892765604
1075.08214013337,1.134022269035248,12.29506113397263,8.852737340394576
1080.72986327833,1.1333918313552296,12.474178634421808,8.666236699670293
1086.5127447546,1.1327426031381889,12.561570948708873,8.740332926329806
1092.20010588382,1.1322309558309573,12.493133183586389,8.979759553478464
1097.95392239497,1.1316275107546885,12.687941273747063,9.149122383729615
1103.78193829821,1.1310138316662364,12.901020909819325,9.290258064309903
1109.6032804335,1.1304837980160902,13.14059108439429,9.269087680260661
1115.3994466072,1.129792494714121,13.293217762016692,9.15970747970628
1121.1582723648,1.1291067893194509,13.331005828227836,9.045790635500893
1126.85998282931,1.1285118211246794,13.179800614256553,9.0367177468947
1132.5356190542,1.1279207117985255,12.778904131164266,9.187934562019128
1138.22262251027,1.1273693706440053,12.783091834509275,9.230275093461564
1143.90981394014,1.126735847629961,12.727093614623636,9.329070199051685
1149.65362062738,1.1261357676164792,12.802179459687073,9.30084301800565
1155.37064422003,1.1255807702631404,13.012599966360836,9.194991196067848
1161.03181601361,1.1251571120549149,13.26951061495768,9.046798672771002
1166.6373521323,1.124577397356211,13.449564795176498,8.828038305815488
1172.18109860401,1.1240470708542927,13.455864316171505,8.595164372341314
1177.69545923384,1.1233977544581228,13.289957067032965,8.489312572828512
1183.19664834473,1.122955915657344,13.119451555014498,8.54223830339735
1188.70817057904,1.1221842103175996,13.12300103118341,8.69395929118876
1194.25172718036,1.1213265162661374,13.308825294328688,8.775112289062026
1199.75014750272,1.12072175447048,13.566336028922782,8.76805546865955
1205.20822075683,1.1200204278130959,13.75548502336648,8.686902402328876
1210.68610748823,1.1193161725535925,13.763631618801492,8.609277732960408
1216.12387678501,1.1187617308256737,13.63408707260866,8.623391275597948
1221.55621707203,1.1182082220452056,13.538258922989403,8.672788750766172
1226.91465484326,1.117747029740493,13.579023764181958,8.676316988985715
1232.22944737089,1.1172511008315404,13.791677756032334,8.559880153869345
1237.51065591533,1.1166372861095601,14.067819573584385,8.37993211231304
1242.84335371862,1.1160778659246278,14.238547639418469,8.256438341178654
1248.19409248153,1.1155155678704416,14.23062090708905,8.196455634649407
1253.53635549292,1.115057861167033,14.075707636862369,8.242324710761467
1258.9162991898,1.1145535774376678,13.89954625491482,8.27055183493945
1264.31176846573,1.1140880862588518,13.865653341070912,8.231739505362295
1269.79025118907,1.1134886223330402,14.013243498445615,8.136472766733526
1275.3562278366,1.1128772093086485,14.240380284484198,8.020035922626127
1280.89189544725,1.1123110434801329,14.387481321766208,7.903598944579378
1286.33823714363,1.1117982727918607,14.359532177229163,7.92829766071629
1291.74090925703,1.111332481841009,14.207274911110341,8.055319758845364
1297.23439121589,1.1107318331125071,14.06824956905068,8.242324536172989
1302.82051955104,1.1101592854834568,14.070083351336114,8.34061545309258
1308.53836227053,1.1096093419951398,14.213103353261037,8.241820448489706
1314.23458820153,1.1088996727509108,14.529092014719488,8.094131871712145
1319.95070706079,1.108309718610751,14.530449042143422,8.097660362083056
1325.65641143491,1.10772141592243,14.433830138974958,8.076489976068862
1331.36038697018,1.1072149044507675,14.266011404732053,8.090603521562901
1337.07959391721,1.1066250491334373,14.18533282478427,8.048262799673646
1342.80362447947,1.1060753887935333,14.271553374717104,7.984247672123296
1348.62764339183,1.1054713780940537,14.506164505578315,7.901582468330929
1354.43693120612,1.1048696330017205,14.935248969099048,7.896541887267555
1360.24889903061,1.1043083508020277,15.009549342747675,7.85772954163886
1366.13347270095,1.1037371687773994,15.0433508589722,7.86831468345469
1372.04565706625,1.103081160195225,14.882307391175528,7.8491605232356765
1377.97270073774,1.1024639451997906,14.691465117267253,7.646529859614972
1383.92668227706,1.101843237907363,14.630262856774275,7.609733871858849
1389.83619403927,1.1012700209665336,14.630475121622792,7.668204358572401
1395.72610644132,1.1006991424796269,14.699704184227295,7.685846312084824
1401.57520814714,1.1001340771314472,15.006206138795726,7.871842961975826
1407.39600998802,1.0994920902088208,15.15364026626189,7.762462785573646
1413.27479558623,1.0988828487323028,15.219650176245457,7.57898637020123
